Title,Address,Latitude,Longitude,Phone,Website,Email,volunteer-email,volunteer-website,volunteer-phone,Notes,Category,PlaceID,Source,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Image
Holy Tabernacle Church - Food Distribution Center,"3780 3rd Ave., Bronx, NY 10456, USA",40.8367008,-73.9019886,(646) 267-3565,http://greaterholytabernacle.com/,info@greaterholytabernacle.com,,,,"Pantry Opening Hours:
Every Tuesday from 4:00 p.m. to 5:30 p.m.
For further information, please call.",Food bank,ChIJ-UjWvET0wokRJOm89tCr_9I,AP,"Monday,Closed","Tuesday,9AM to 5PM","Wednesday,Closed","Thursday,Closed","Friday,Closed","Saturday,Closed","Sunday,Closed",
Holy Temple Church Inc.,"136-25 Springfield Blvd, St. Albans, NY 11413, USA",40.6768995,-73.7550854,(917) 658-6337,,,,,,,Food bank,ChIJ2TcIvq5mwokRxW6Uy-OpXAM,OM,closed,closed,closed,closed,closed,11:00 AM - 12:00 PM,closed,
Holy Trinity - Food Distribution Center,"213 W 82nd St, New York, NY 10024, USA",40.7856499,-73.977619,+1 212-787-0634,https://htcny.org/outreach-ministries,holytrinityreled@earthlink.net,,,,,Food bank,ChIJUVgccYZYwokR_2JMFp8mMA0,AP,,,,,,,,
Hope Center Development Corporation,"414 E 95th St, Brooklyn, NY 11212, USA",40.657017,-73.918645,(718) 385-7305,https://www.hopecenterdevelopment.org/,info@hopecenterdevelopment.org,,,,"We are in need of volunteers for our distribution.
We are located at 409 East 95th Street, Brooklyn, NY 11212.
Thursday and Friday 9:00am-2:00pm- receipt of food pantry goods
Saturday 9:00am-2:00 pm Food Distribution and Soup kitchen",Food bank,ChIJHwrhAI5cwokRwcfCZJH3WIQ,AP,,,,,,,,
Hope City Empowerment Center - Food Distribution Center,"656 Washington Ave, Brooklyn, NY 11238, USA",40.678812,-73.9641976,,,,,,,,Food bank,ChIJ_Xdr5qNbwokR8p76e4ut6D8,AP,,,,,,,,
Hope For The Future Ministries,"164 E 7th St, New York, NY 10009, USA",40.7256494,-73.9817841,(631) 752-5771,,,,,,,Food bank,ChIJgTDll51ZwokRVjN7KXztwXY,OM,closed,closed,closed,closed,closed,02:00 PM - 07:00 PM (every third Saturday of the month),closed,
Horeb SDA Community Services,"520 Kingston Ave, Brooklyn, NY 11225, USA",40.6610227,-73.9431012,(347) 713-4451,http://horeb-sdachurch.org/,,,,,"Food Pantry Opening Hours:
Tuesday, 12:00 p.m. - 1:30 p.m.",Food bank,ChIJNaenSHtbwokRTt3wK3PPQMQ,OM,#####,closed,closed,closed,closed,closed,closed,
Hour Children Community Outreach and Food Pantry,"36-24 11th St, Long Island City, NY 11106, USA",40.7604231,-73.9403175,(718) 482-8226,https://hourchildren.org/our-food-pantry/,kphelan@hourchildren.org,,,,,Food bank,ChIJ6d51XmBfwokR7LPtzQHe1ss,AP,"Monday,2 to 4PM","Tuesday,10:30AM to 12:30PM","Wednesday,Closed","Thursday,2 to 4PM","Friday,Closed","Saturday,Closed","Sunday,Closed",
House of Completion Community Development - Food Distribution Center,"112-07 Guy R Brewer Blvd, Queens, NY 11433, USA",40.6906495,-73.7866307,(718) 600-8686,,,,,,,Food bank,ChIJ_Q8nUCxhwokRLC4WDc5Uhwk,AP,,,,,,,,
"House Of Prayer, Inc. - Food Distribution Center","80-15 45th Ave, Queens, NY 11373, USA",40.741677,-73.884316,(718) 507-2652,,,,,,,Food bank,ChIJDbgoRqtfwokR-Mz__z1HNjY,AP,,,,,,,,
Housing Works - Food Distribution Center,"594 Broadway, New York, NY 10012, USA",40.7249154,-73.9969846,(212) 366-0820,http://www.housingworks.org/,,,,,,Food bank,ChIJp4bkB49ZwokRs2wlkgJSbXE,AP,,,,,,,,
Humanity Service - Food Distribution Center,"92-17 101st Ave, Jamaica, NY 11416, USA",40.683956,-73.847954,+1 718-845-1901,http://humanityservice.org/,humanityservice@gmail.com,,,,,Food bank,ChIJgSJ-1fBdwokRQHpsmUgmX18,AP,closed,closed,closed,closed,04:00 PM - 07:00 PM,closed,closed,
Hunger Free America,"50 Broad St # 1103, New York, NY 10004, USA",40.705667,-74.011882,(212) 825-0028,https://www.hungerfreeamerica.org/,,,,,,Food bank,ChIJyeLBsBZawokRWnMPz3OiJQ8,AP,"Monday,9AM to 6PM","Tuesday,9AM to 6PM","Wednesday,9AM to 6PM","Thursday,9AM to 6PM","Friday,9AM to 6PM","Saturday,Closed","Sunday,Closed",
Hungry Monk Rescue Truck,"68-59 60th Ln, Flushing, NY 11385, USA",40.7031589,-73.8973329,,http://www.hungrymonkrescuetruck.org/,admin@monkworx.org,,,,,Food bank,ChIJAQDwiChcwokRdHkxasT_dwE,AP,"Monday,Closed","Tuesday,10am to 2pm","Wednesday,Closed","Thursday,10am to 2pm","Friday,Closed","Saturday,10am to 2pm","Sunday,Closed",
Hunter College Center - Food Distribution Center,"695 Park Ave, New York, NY 10065, USA",40.7687307,-73.9649146,(212) 772-4450,,,,,,,Food bank,ChIJr7eKjOtYwokRMf8Kwi-y_Cw,AP,,,,,,,,
Hunter College Nutrition Program - Food Distribution Center,"425 E 25th St, New York, NY 10010, USA",40.7373431,-73.9752737,(212) 481-5111,,,,,,,Food bank,ChIJ97uNXAxZwokRx3w34s4cbTU,AP,,,,,,,,
ICNA Relief Food Pantry,"273 Neptune Ave, Brooklyn, NY 11235, USA",40.5813416,-73.9634484,,http://www.icnarelief.org/,info@icnarelief.org,,,,,Food bank,ChIJNbtuWTRFwokR-pWdGXA_0h4,AP,,,,,,,,
Icna Relief Food Pantry,"140-32 Cherry Ave, Flushing, NY 11355, USA",40.7521918,-73.8189475,(929) 329-7986,http://www.icnarelief.org/,info@icnarelief.org,,,,,Food bank,ChIJ087-WhVgwokRn_cKqW233tY,AP,"Monday,Closed","Tuesday,Closed","Wednesday,11:30AM to 2PM","Thursday,Closed","Friday,Closed","Saturday,Closed","Sunday,Closed",
ICNA Relief USA - Food Distribution Center,"87-91 144th St, Jamaica, NY 11435, USA",40.7045229,-73.8115743,(718) 658-7028,http://www.icnarelief.org/wp/new-york/,info@icnarelief.org,,,,,Food bank,ChIJ35hVPMRgwokR-JIpO15FvJU,AP,"Monday,Closed","Tuesday,Closed","Wednesday,Closed","Thursday,11AM to 1PM","Friday,Closed","Saturday,Closed","Sunday,Closed",
Igelsia Biblica Restauracion - Food Distribution Center,"41-43 44th St, Queens, NY 11104, USA",40.7454548,-73.9198512,(718) 588-4865,,,,,,,Food bank,ChIJ12hbl9hewokR08rEEUx1Lxs,AP,,,,,,,,
Iglesia Alianza Cristiana Misionera Ebenezer,"43-02 38th St, Long Island City, NY 11101, USA",40.7451479,-73.9269126,(718) 681-8659,,,,,,,Food bank,ChIJ09VZS9ZewokRibxxgkM5St0,OM,closed,closed,closed,closed,closed,8:00 AM - 01:00 PM,closed,
Iglesia Cristiana Luz Del Mundo - Food Distribution Center,"4616 4th Ave, Brooklyn, NY 11220, USA",40.6485022,-74.0109064,+1 347-583-4292,,,,,,,Food bank,ChIJa6nfF7dawokRbdTYunX-oOU,AP,,,,,,,,
Iglesia de Dios de la Profecia - Food Distribution Center,"414 Hooper St, Brooklyn, NY 11211, USA",40.7105254,-73.9517209,(646) 339-0148,,,,,,,Food bank,ChIJDxY0buJbwokRI-zJTPj9M6g,AP,"Monday,Closed","Tuesday,Closed","Wednesday,8AM to 12PM","Thursday,Closed","Friday,Closed","Saturday,Closed","Sunday,Closed",
Iglesia De Dios Pentecostal,"3801 Dyre Ave, Bronx, NY 10466, USA",40.8819332,-73.8315911,(347) 891-1347,,,,,,,Food bank,ChIJz-FQa9eMwokRmChBiIm1eRg,OM,closed,closed,closed,closed,closed,09:00 AM - 01:00 PM,closed,
Iglesia Hispana De La Comunida - Food Distribution Center,"36-02 Astoria Blvd, Astoria, NY 11103, USA",40.7697955,-73.9166371,,,,,,,,Food bank,ChIJ26M5ZkFfwokRLX4VK9puLeg,AP,,,,,,,,
Iglesia Pentecostal Arca De Salvacion - Food Distribution Center,"72 Vanderbilt Ave, Brooklyn, NY 11205, USA",40.6955528,-73.9704694,+1 347-423-6810,,,,,,,Food bank,ChIJvU-mxMdbwokRjt7VyKVBGeY,AP,,,,,,,,
Iglesia Pentecostal La Hermosa,"3161 Fulton St, Brooklyn, NY 11208, USA",40.6818646,-73.8783615,(718) 909-4525,,,,,,Every Thursday from 11:00 a.m. to 1:00 p.m.,Food bank,ChIJTfW4FMhdwokRo2MLkQNinPs,OM,closed,closed,closed,11:00 AM - 01:00 PM,closed,closed,closed,
Immaculate Conception Church,"754 E Gun Hill Rd, Bronx, NY 10467, USA",40.8713136,-73.864281,(718) 519-1393,,,,,,,Food bank,ChIJsw4YDEDzwokRNFySXt82wlo,OM,closed,closed,closed,10:30 AM - 12:00 PM (every third Thursday of the Month),closed,closed,closed,
"In The Beginning Outreach, Inc.","189-13 Liberty Ave, Queens, NY 11412, USA",40.7028358,-73.7671843,(516) 303-5202,,,,,,,Food bank,ChIJ-75hwUFhwokRaTzG14m0i_8,OM,closed,closed,1:00PM - 2:30 PM,closed,closed,closed,closed,
Infinity Bible Church,"1326 Morrison Ave, Bronx, NY 10472, USA",40.8307829,-73.8750999,(917) 902-5140,,,,,,,Food bank,ChIJiZsXb-70wokRYMYlr3uSETc,OM,closed,closed,closed,closed,closed,10:00 AM - 01:00 PM,closed,
Inspirational Gospel Assembly Food Pantry,"1211 Brook Ave, Bronx, NY 10456, USA",40.8313843,-73.9093929,(347) 272-0596,https://www.igaonline.org/food-pantry/,,,,,,Food bank,ChIJf7fC-Ej0wokRP7cRqxi883E,AP,closed,closed,closed,closed,closed,11:00 AM - 01:00 PM,closed,
Institute For Urban Family Health - Food Distribution Center,"16 E 16th St, New York, NY 10003, USA",40.7368158,-73.9918684,(212) 633-0800,,,,,,,Food bank,ChIJWYHQfaJZwokR5TLch6bObcM,AP,,,,,,,,
Interfaith Coalition Of Advocates For Reentry And Employment (icare) - Food Distribution Center,"3041 Broadway, New York, NY 10027, USA",40.8112783,-73.9618131,(212) 280-1386,,,,,,,Food bank,ChIJv4lyiD_2wokRvmWFts3KD-U,AP,,,,,,,,
International Pentecostal,"9202-14 Church Ave, Brooklyn, NY 11236, USA",40.653883,-73.9180528,(516) 817-7922,,,,,,,Food bank,ChIJMxQ815NcwokRgeSPJBU7Qu8,OM,closed,closed,closed,closed,closed,11:00 AM - 02:00 PM,closed,
International Pentecostal Church,"619 W 179th St a, New York, NY 10033, USA",40.8484236,-73.9353672,(212) 568-3531,,,,,,,Food bank,ChIJXdq73B_0wokRMoNhkUydiUQ,AP,"Monday,9AM to 5PM","Tuesday,9AM to 5PM","Wednesday,9AM to 5PM","Thursday,9AM to 5PM","Friday,9AM to 5PM","Saturday,Closed","Sunday,Closed",
International Physicians For Prevention Of Nuclear War - Food Distribution Center,"325 E 72nd St, New York, NY 10021, USA",40.7684024,-73.9570519,+1 718-920-6586,http://www.ippnw.org/,,,,,,Food bank,ChIJn4GDrsFYwokRbG_f4YQRMiw,AP,,,,,,,,
Inwood House - Food Distribution Center,"369 E 148th St, Bronx, NY 10455, USA",40.815742,-73.9190673,,,,,,,,Food bank,ChIJha-nWs_1wokRlvAUsAqC2yA,AP,,,,,,,,
Iris House Inc. - Food Distribution Center,"2348 Adam Clayton Powell Jr Blvd, New York, NY 10030, USA",40.8171824,-73.9429344,(646) 548-0100,http://www.irishouse.org/,info@irishouse.org,,,,,Food bank,ChIJqTc0xHD2wokROvZKgBLCyWA,AP,closed,closed,closed,02:00 PM - 04:00 PM,closed,closed,closed,
Irving Place Child D. Center - Food Distribution Center,"87 Irving Pl, Brooklyn, NY 11238, USA",40.6823863,-73.9595488,(718) 783-0179,,,,,,,Food bank,ChIJvXYzqqJbwokRihn2fO99bDg,AP,,,,,,,,
Isaiah's Temple of Mt. Hope,"862 Glenmore Ave, Brooklyn, NY 11208, USA",40.6751277,-73.8781777,(917) 929-2375,,,,,,,Food bank,ChIJxcbYs7BdwokRs5_ySt4pKqI,OM,closed,02:00 PM - 04:00 PM,closed,02:00 PM - 04:00 PM,closed,closed,closed,
Islamic Society of Bay Ridge - Food Distribution Center,"6807 5th Ave, Brooklyn, NY 11220, USA",40.6338086,-74.0205618,+1 718-680-0121,,,,,,"Phone: (718) 680-0121
Hours of operation:
Wednesday and Thursday from 3:00 PM to 5:00 PM
For more information, please call them.",Food bank,ChIJ_edHUFBFwokR9k1SbUHP-RM,AP,,,,,,,,
J.U.S.T.I.C.E. Organization,"223 B 28 St, Far Rockaway, NY 11691, USA",40.5955949,-73.7614223,(718) 772-7951,,,,,,,Food bank,ChIJk2wvOqVowokRU28YOZMOqwQ,OM,closed,closed,12:00 PM - 02:00 PM,closed,closed,closed,closed,
J&S Caring Food Pantry,"1811 Victor St, Bronx, NY 10462, USA",40.8453434,-73.8673103,(718) 669-0217,https://www.facebook.com/jnsfoodpantry,,,,,,Food bank,ChIJUyUGupf0wokR-0Mhj-M532s,AP,"Monday,Closed","Tuesday,11AM to 1PM","Wednesday,Closed","Thursday,Closed","Friday,Closed","Saturday,Closed","Sunday,Closed",
J10 Community Services - Food Distribution Center,"102-07 43rd Ave, Flushing, NY 11368, USA",40.747495,-73.862639,(347) 561-9595,,,,,,,Food bank,ChIJw9XWfchfwokR4q7ZVg-N4r4,AP,,,,,,,,
Jackie Robinson Senior Center/rheedlen - Food Distribution Center,"1301 Amsterdam Ave, New York, NY 10027, USA",40.8121164,-73.9565656,(212) 666-4910,,,,,,,Food bank,ChIJrVm2HWv2wokR2VSOR7HtEZU,AP,"Monday,8AM to 4PM","Tuesday,8AM to 4PM","Wednesday,8AM to 4PM","Thursday,8AM to 4PM","Friday,8AM to 4PM","Saturday,8AM to 4PM","Sunday,8AM to 4PM",
Jackson Heights Community Church,"73-01 37th Rd, Queens, NY 11372, USA",40.7474526,-73.8921825,(914) 310-7865,https://www.jhccqueens.org/about,bishopadventure@gmail.com,,,,,Food bank,ChIJ8-QFrAJfwokRYF_y6DxBKFQ,AP,"Monday,Closed","Tuesday,7 to 9:30PM","Wednesday,Closed","Thursday,Closed","Friday,Closed","Saturday,Closed","Sunday,Closed",
Jamaica Hispanic Seventh Day Adventist Church - Food Distribution Center,"88-28 161st St, Jamaica, NY 11432, USA",40.707286,-73.80095,(718) 736-5291,,,,,,,Food bank,ChIJ8frw1t1gwokRq8upj2OIvGg,AP,"Monday,Closed","Tuesday,Closed","Wednesday,7:15 to 9PM","Thursday,Closed","Friday,7:15 to 9PM","Saturday,7AM to 8PM","Sunday,7:15 to 9PM",
Jamaica Queens Wesleyan - Food Pantry,"134-49 228th St, Queens, NY 11411, USA",40.6929517,-73.7331612,(347) 949-3816,http://www.jamaica-queens-wesleyan.com/,jqwesleyan@jamaica-queens-wesleyan.com,,,,,Food bank,ChIJOaCfHe9jwokR21lgcZz7ptY,AP,,,,,,,,
Jamaica Service Program for Older Adults 60 - Food Distribution Center,"162-4 Jamaica Ave, Jamaica, NY 11433, USA",40.7041973,-73.7976144,(718) 657-6500,,,,,,,Food bank,ChIJMfCUKd9gwokRtppvsmJmUh0,AP,,,,,,,,
Jamaica Seventh Day Adventist Church - Food Distribution Center,"88-28 163rd St, Queens, NY 11432, USA",40.7078244,-73.7990254,+1 347-444-3087,,,,,,,Food bank,ChIJc26dQN5gwokRdKOROKeR-L8,AP,"Monday,Closed","Tuesday,Closed","Wednesday,Closed","Thursday,Closed","Friday,Closed","Saturday,Closed","Sunday,9:30 to 11:30am",
Jasa Bay View Senior Center - Food Distribution Center,"9502 Seaview Ave, Brooklyn, NY 11236, USA",40.6325795,-73.8907033,+1 718-251-3700,https://www.jasa.org/services/meals,help@jasa.org,,,,,Food bank,ChIJC5H0jddcwokROJ9qIKz-upo,AP,,,,,,,,
Jasa Brighton Manhattan Beach Senior Center - Food Distribution Center,"34 West End Ave, Brooklyn, NY 11235, USA",40.5803604,-73.953738,(718) 646-1881,,,,,,,Food bank,ChIJxd4T1WhEwokRNMydZq86xuU,AP,,,,,,,,
Jasa East Flatbush Senior Center - Food Distribution Center,"650 Remsen Ave, Brooklyn, NY 11236, USA",40.6507663,-73.9180592,,,,,,,,Food bank,ChIJ8YdAH5RcwokR9knQGwfNQoM,AP,,,,,,,,
Jasa Starret City Senior Citizen - Food Distribution Center,"1540 Van Siclen Ave, Brooklyn, NY 11239, USA",40.6477171,-73.8776678,+1 718-642-1010,,,,,,,Food bank,ChIJb69dcRpdwokRDMYMpCQCiUQ,AP,,,,,,,,
Jazz Foundation Of America - Food Distribution Center,"322 W 48th St, New York, NY 10036, USA",40.7613391,-73.9881781,(212) 245-3999,,,,,,,Food bank,ChIJ2QXxr1ZYwokRdFt-4C93Epw,AP,,,,,,,,
Jericho Project - Food Distribution Center,"306 W 94th St, New York, NY 10025, USA",40.7940169,-73.974905,,,,,,,,Food bank,ChIJcWoJ0Cn2wokReIQsN9C1y_c,AP,,,,,,,,
Jerish Community Council of Canarsie - Food Distribution Center,"1180 Granville Payne Ave, Brooklyn, NY 11239, USA",40.650956,-73.8861433,+1 718-922-2474,,,,,,,Food bank,ChIJpSga2RxdwokR1-tad9dmMsI,AP,,,,,,,,
Jessie Smith Noyes Foundation - Food Distribution Center,"6 E 39th St, New York, NY 10016, USA",40.7511698,-73.9817069,,,,,,,,Food bank,ChIJA5w9lQBZwokR5mQ4-S-3AtI,AP,,,,,,,,
Jewish Board Of Family Services - Food Distribution Center,"2020 Coney Island Ave, Brooklyn, NY 11223, USA",40.608036,-73.962354,(718) 676-4210,,,,,,,Food bank,ChIJG4QViOxEwokRnlfsbhZlEuw,AP,,,,,,,,
Jewish Comm Council of Canarsie,"1170 Pennsylvania Ave, Brooklyn, NY 11239, USA",40.6514671,-73.8857571,(718) 495-6210,https://canarsiejcc.org/,,,,,"Food Pantry Opening Hours:
Wednesday 9:00 a.m. - 11:00 a.m.
For further information, please call:",Food bank,Ei4xMTcwIFBlbm5zeWx2YW5pYSBBdmUsIEJyb29rbHluLCBOWSAxMTIzOSwgVVNBIjESLwoUChIJsVp02hxdwokR5rZc7qjtgHoQkgkqFAoSCWmgHFwAXcKJEZJQQJJjQKzU,OM,closed,01:30PM - 03:30PM,closed,closed,closed,closed,closed,
Jewish Community Center Kosher Food Pantry - Food Distribution Center,"1466 Manor Rd, Staten Island, NY 10314, USA",40.5949786,-74.1260029,(718) 475-5242,,dweiss@sijcc.com,,,,"Phone: (718) 475-5245
Email: dweiss@sijcc.com
Hours of operation: Tuesday and Thursday from 10:00 AM to 12:00 PM
Requirements: ID
Please call to schedule an appointment.",Food bank,ChIJfesu_Z9OwokRXWImb1CedMI,AP,10:00 AM - 02:00 PM,10:00 AM - 02:00 PM,10:00 AM - 02:00 PM,10:00 AM - 02:00 PM,10:00 AM - 02:00 PM,closed,closed,
Jewish Community Council of Pelham Parkway,"2157 Holland Ave, Bronx, NY 10462, USA",40.852485,-73.8659349,(718) 792-4744,,,,,,,Food bank,ChIJg8f67J_0wokRV0Da1j_SIXA,OM,closed,11:00 AM - 04:00 PM,11:00 AM - 04:00 PM,11:00 AM - 04:00 PM,09:00 AM - 05:00 PM,closed,closed,
Jewish Community Council of the Rockaway Peninsula - Food Distribution Center,"15-25 Central Ave, Far Rockaway, NY 11691, USA",40.6052449,-73.7515321,,http://www.jccrp.org/,info@jccrp.org,,,,,Food bank,ChIJqapGpQFmwokRYekuLXRLYgg,AP,,,,,,,,
Jewish Council Of Washington Heights - Food Distribution Center,"121 Bennett Ave, New York, NY 10033, USA",40.854098,-73.934506,(212) 568-5450,http://www.jccwashingtonheights.org/,info@jccwhi.com,,,,We’re open Mon-Thurs from 9-5 and on Fridays till 1.,Food bank,ChIJ4zTfoR30wokRjBJFEHsQ-FA,AP,"Monday,9AM to 5PM","Tuesday,9AM to 5PM","Wednesday,9AM to 5PM","Thursday,9AM to 5PM","Friday,9AM to 1PM","Saturday,Closed","Sunday,Closed",
Jewish Institute of Queens,"60-5 Woodhaven Blvd, Queens, NY 11373, USA",40.730172,-73.8708995,(718) 426-9369,http://www.jiqueens.com/,,,,,,Food bank,ChIJ8yy70khewokRZbrS4MI3Rec,OM,closed,closed,closed,closed,10:30 AM - 12:00 PM,closed,closed,
JITA Community Outreach Center,"103 -02 171st St, Queens, NY 11432, USA",40.7035517,-73.7876992,(718) 908-6303,,,,,,,Food bank,EiYxMDMtMiAxNzFzdCBTdCwgSmFtYWljYSwgTlkgMTE0MzMsIFVTQSIwEi4KFAoSCUUtgpQjYcKJEfty9aRcqIjBEAIqFAoSCbVOA6wsYMKJEfyN_QIxXgrp,OM,closed,03:00 PM - 05:00 PM,closed,closed,closed,03:00 PM - 05:00 PM,closed,
JITA Community Outreach Center - Food Distribution Center,"89-02 171st St, Jamaica, NY 11432, USA",40.7097099,-73.790302,(718) 908-6303,,,,,,,Food bank,ChIJAQBBkSNhwokRdWbGrgT6Ilw,AP,"Monday,Closed","Tuesday,Open 24 hours","Wednesday,Closed","Thursday,Closed","Friday,Closed","Saturday,3 to 5PM","Sunday,Closed",
John Wesley United Methodist Church - Food Distribution Center,"260 Quincy St, Brooklyn, NY 11216, USA",40.68679,-73.9511533,,,,,,,,Food bank,ChIJXUUA2pNbwokRog2arUr-gZk,AP,,,,,,,,
"Joshua and Caleb Min, Inc food pantry - Food Distribution Center","1688 Webster Ave, Bronx, NY 10457, USA",40.842815,-73.903305,(718) 328-5900,,,,,,,Food bank,ChIJMV4bLGj0wokRX8Ywt8SdsAQ,AP,"Monday,Closed","Tuesday,Closed","Wednesday,Closed","Thursday,Closed","Friday,Closed","Saturday,11AM to 12PM","Sunday,Closed",
Jovehnes 24 hr AD Inc. - Food Distribution Center,"33-19 101st St, Flushing, NY 11368, USA",40.7568399,-73.867032,(718) 458-0108,,,,,,,Food bank,ChIJy0lvvr9fwokRyBB8rfnkx_4,AP,,,,,,,,
Jumpstart - Food Distribution Center,"505 8th Ave, New York, NY 10018, USA",40.7531741,-73.9931906,+1 212-868-2526,http://www.jstart.org/,info@jstart.org,,,,,Food bank,ChIJdwQ5ua1ZwokRsanQ1YnPkUA,AP,,,,,,,,
Justice Org - Food Distribution Center,"87-43 164th St, Queens, NY 11432, USA",40.7091301,-73.7990299,(718) 297-2084,,,,,,,Food bank,ChIJdxh9IN5gwokR4ykZyTFGqZY,AP,"Monday,Open 24 hours","Tuesday,Open 24 hours","Wednesday,Open 24 hours","Thursday,Closed","Friday,Open 24 hours","Saturday,Closed","Sunday,Closed",
Kehilat Sephardim Food Pantry,"150-62 78th Rd, Flushing, NY 11367, USA",40.7210021,-73.811524,(718) 591-9574,http://kehilatpantry.org/,kehilatfoodpantry@gmail.com,,,,"Food Pantry Hours of Operation:
- Monday and Wednesday: 10:00 AM to 2:00 PM
- Sunday: 10:00 AM to 4:00 PM
- Tuesday and Thursday: 11:00 AM to 1:00 PM (priority days for our most needy clients)
For more information, please contact us. We provide a food pantry service.",Food bank,ChIJLZaF4_FgwokRp99onwW0Utc,AP,"Monday,10AM to 2PM","Tuesday,11AM to 1PM","Wednesday,10AM to 2PM","Thursday,11AM to 1PM","Friday,Closed","Saturday,Closed","Sunday,10AM to 4PM",
Kelly Temple Church - Food Distribution Center,"812 W 130th St, New York, NY 10027, USA",40.809616,-73.940627,(212) 289-7054,,,,,,,Food bank,ChIJLzmXlXT2wokR6r3Lx4UIdbY,AP,,,,,,,,
Kennedy Center,"34 W 134th St, New York, NY 10037, USA",40.8108101,-73.9398989,(212) 862-6401,,,,,,,Food bank,ChIJibaYPHT2wokRqZ6Fxzp5SbI,OM,closed,closed,09:30 AM - 12:00 PM,closed,closed,closed,closed,
Kerith SDA Church,"230-11 Linden Blvd, Jamaica, NY 11411, USA",40.6913357,-73.730835,(917) 523-7476,,,,,,,Food bank,ChIJU6Zdhe5jwokRaXfWgB6l9HY,OM,closed,closed,closed,closed,closed,12:00 PM - 02:00 PM,12:00 PM - 02:00 PM,
KHCC Food Pantry,"3101 Kingsbridge Terrace, Bronx, NY 10463, USA",40.873222,-73.9006799,,,,,,,,Food bank,ChIJxQ45X5fzwokRbv0VijTDtJ8,OM,closed,12pm-3pm,closed,12pm-3pm,12pm-3pm,closed,closed,
King Emmanuel Community Services - Food Distribution Center,"207 Bainbridge St., Brooklyn, NY 11233, USA",40.6813285,-73.9289752,,,,,,,,Food bank,ChIJp6WuPHFcwokR7nhSlkcvoWE,AP,,,,,,,,
Kingdom Life Temple - Food Distribution Center,"3030 Jerome Ave, Bronx, NY 10468, USA",40.8746099,-73.888259,,,,,,,,Food bank,ChIJx1YjBnbzwokR_nLRfCTR_-c,AP,,,,,,,,
Kings Bay Y Senior Center,"3643 Nostrand Ave., Brooklyn, NY 11229, USA",40.5951823,-73.9405785,(718) 648-2053,,,,,,,Food bank,ChIJw8jfXIFEwokRxw3l10ou3io,OM,8:00 AM - 3:30 PM,8:00 AM - 3:30 PM,8:00 AM - 3:30 PM,8:00 AM - 3:30 PM,8:00 AM - 3:30 PM,closed,closed,
Kings Bay YM-YWHA Inc.,"3495 Nostrand Ave., Brooklyn, NY 11229, USA",40.5989736,-73.9412729,(718) 648-7703,,,,,,,Food bank,ChIJV2HBeoNEwokRH7L61a-eaPw,OM,11:00 AM - 03:00 PM,closed,closed,closed,11:00 AM - 03:00 PM,closed,closed,
Kings County Hospital Center Commodity Supplemental Food Program - Food Pantry Center,"840 Alabama Ave, Brooklyn, NY 11207, USA",40.655598,-73.8920275,(718) 498-9208,,,,,,,Food bank,ChIJAQCQ__xcwokRF5us93WNRq0,AP,"Monday,9AM to 4PM","Tuesday,7AM to 2PM","Wednesday,7AM to 2PM","Thursday,7AM to 2PM","Friday,7AM to 2PM","Saturday,7AM to 2PM","Sunday,Closed",
